News Organization,Article Title,URL,Keyword,Controversial Flag
Fox News,Coast guard removed for 'white power sign',http://www.bbc.co.uk/news/world-us-canada-45535715,coast,1
Fox News,Coast guard removed for 'white power sign',http://www.bbc.co.uk/news/world-us-canada-45535715,power,1
Fox News,Coast guard removed for 'white power sign',http://www.bbc.co.uk/news/world-us-canada-45535715,bash,1
Fox News,Coast guard removed for 'white power sign',http://www.bbc.co.uk/news/world-us-canada-45535715,removed,1
Fox News,Coast guard removed for 'white power sign',http://www.bbc.co.uk/news/world-us-canada-45535715,air,1
Fox News,Coast guard removed for 'white power sign',http://www.bbc.co.uk/news/world-us-canada-45535715,msnbc,1
Fox News,Coast guard removed for 'white power sign',http://www.bbc.co.uk/news/world-us-canada-45535715,sign,1
Fox News,Coast guard removed for 'white power sign',http://www.bbc.co.uk/news/world-us-canada-45535715,employee,1
Fox News,Coast guard removed for 'white power sign',http://www.bbc.co.uk/news/world-us-canada-45535715,guard,1
Fox News,Flooding and landslides after typhoon,http://www.bbc.co.uk/news/world-asia-45535797,heatwave,0
Fox News,Flooding and landslides after typhoon,http://www.bbc.co.uk/news/world-asia-45535797,parts,0
Fox News,Flooding and landslides after typhoon,http://www.bbc.co.uk/news/world-asia-45535797,flooding,0
Fox News,Flooding and landslides after typhoon,http://www.bbc.co.uk/news/world-asia-45535797,bud,0
Fox News,Flooding and landslides after typhoon,http://www.bbc.co.uk/news/world-asia-45535797,season,0
Fox News,Flooding and landslides after typhoon,http://www.bbc.co.uk/news/world-asia-45535797,hurricane,0
Fox News,Flooding and landslides after typhoon,http://www.bbc.co.uk/news/world-asia-45535797,usa,0
Fox News,Flooding and landslides after typhoon,http://www.bbc.co.uk/news/world-asia-45535797,mangkhut,0
Fox News,Flooding and landslides after typhoon,http://www.bbc.co.uk/news/world-asia-45535797,help,0
Fox News,Flooding and landslides after typhoon,http://www.bbc.co.uk/news/world-asia-45535797,usa,0
Fox News,Flooding and landslides after typhoon,http://www.bbc.co.uk/news/world-asia-45535797,pacific,0
Fox News,Flooding and landslides after typhoon,http://www.bbc.co.uk/news/world-asia-45535797,flash,0
Fox News,Flooding and landslides after typhoon,http://www.bbc.co.uk/news/world-asia-45535797,typhoon,0
Fox News,Flooding and landslides after typhoon,http://www.bbc.co.uk/news/world-asia-45535797,hit,0
Fox News,Flooding and landslides after typhoon,http://www.bbc.co.uk/news/world-asia-45535797,philippines,0
Fox News,Flooding and landslides after typhoon,http://www.bbc.co.uk/news/world-asia-45535797,landslides,0
Fox News,Disaster in Carolinas as storm deaths rise,http://www.bbc.co.uk/news/world-us-canada-45535511,disaster,0
Fox News,Disaster in Carolinas as storm deaths rise,http://www.bbc.co.uk/news/world-us-canada-45535511,damage,0
Fox News,Disaster in Carolinas as storm deaths rise,http://www.bbc.co.uk/news/world-us-canada-45535511,declared,0
Fox News,Disaster in Carolinas as storm deaths rise,http://www.bbc.co.uk/news/world-us-canada-45535511,hurricane,0
Fox News,Disaster in Carolinas as storm deaths rise,http://www.bbc.co.uk/news/world-us-canada-45535511,flooding,0
Fox News,Disaster in Carolinas as storm deaths rise,http://www.bbc.co.uk/news/world-us-canada-45535511,north,0
Fox News,Disaster in Carolinas as storm deaths rise,http://www.bbc.co.uk/news/world-us-canada-45535511,carolina,0
Fox News,Disaster in Carolinas as storm deaths rise,http://www.bbc.co.uk/news/world-us-canada-45535511,died,0
Fox News,Disaster in Carolinas as storm deaths rise,http://www.bbc.co.uk/news/world-us-canada-45535511,surge,0
Fox News,Disaster in Carolinas as storm deaths rise,http://www.bbc.co.uk/news/world-us-canada-45535511,florence,0
Fox News,Disaster in Carolinas as storm deaths rise,http://www.bbc.co.uk/news/world-us-canada-45535511,winds,0
Fox News,Disaster in Carolinas as storm deaths rise,http://www.bbc.co.uk/news/world-us-canada-45535511,storm,0
Fox News,Disaster in Carolinas as storm deaths rise,http://www.bbc.co.uk/news/world-us-canada-45535511,air,0
Fox News,"Fancy a 13,000-year-old beer, anyone?",http://www.bbc.co.uk/news/world-middle-east-45534133,traces,0
Fox News,"Fancy a 13,000-year-old beer, anyone?",http://www.bbc.co.uk/news/world-middle-east-45534133,suggest,0
Fox News,"Fancy a 13,000-year-old beer, anyone?",http://www.bbc.co.uk/news/world-middle-east-45534133,worlds,0
Fox News,"Fancy a 13,000-year-old beer, anyone?",http://www.bbc.co.uk/news/world-middle-east-45534133,stanford,0
Fox News,"Fancy a 13,000-year-old beer, anyone?",http://www.bbc.co.uk/news/world-middle-east-45534133,say,0
Fox News,"Fancy a 13,000-year-old beer, anyone?",http://www.bbc.co.uk/news/world-middle-east-45534133,ancient,0
Fox News,"Fancy a 13,000-year-old beer, anyone?",http://www.bbc.co.uk/news/world-middle-east-45534133,brewery,0
Fox News,"Fancy a 13,000-year-old beer, anyone?",http://www.bbc.co.uk/news/world-middle-east-45534133,thought,0
Fox News,"Fancy a 13,000-year-old beer, anyone?",http://www.bbc.co.uk/news/world-middle-east-45534133,israel,0
Fox News,"Fancy a 13,000-year-old beer, anyone?",http://www.bbc.co.uk/news/world-middle-east-45534133,team,0
Fox News,"Fancy a 13,000-year-old beer, anyone?",http://www.bbc.co.uk/news/world-middle-east-45534133,oldest,0
Fox News,"Fancy a 13,000-year-old beer, anyone?",http://www.bbc.co.uk/news/world-middle-east-45534133,cave,0
Fox News,"Fancy a 13,000-year-old beer, anyone?",http://www.bbc.co.uk/news/world-middle-east-45534133,beer,0
Fox News,"Fancy a 13,000-year-old beer, anyone?",http://www.bbc.co.uk/news/world-middle-east-45534133,researchers,0
Fox News,"Fancy a 13,000-year-old beer, anyone?",http://www.bbc.co.uk/news/world-middle-east-45534133,image,0
Fox News,Mariachi gunmen kill three in Mexico City,http://www.bbc.co.uk/news/world-latin-america-45532673,killed,0
Fox News,Mariachi gunmen kill three in Mexico City,http://www.bbc.co.uk/news/world-latin-america-45532673,mexico,0
Fox News,Mariachi gunmen kill three in Mexico City,http://www.bbc.co.uk/news/world-latin-america-45532673,mariachi,0
Fox News,Mariachi gunmen kill three in Mexico City,http://www.bbc.co.uk/news/world-latin-america-45532673,musician,0
Fox News,Mariachi gunmen kill three in Mexico City,http://www.bbc.co.uk/news/world-latin-america-45532673,scene,0
Fox News,Mariachi gunmen kill three in Mexico City,http://www.bbc.co.uk/news/world-latin-america-45532673,caption,0
Fox News,Mariachi gunmen kill three in Mexico City,http://www.bbc.co.uk/news/world-latin-america-45532673,violent,0
Fox News,Mariachi gunmen kill three in Mexico City,http://www.bbc.co.uk/news/world-latin-america-45532673,garibaldi,0
Fox News,Mariachi gunmen kill three in Mexico City,http://www.bbc.co.uk/news/world-latin-america-45532673,tourist,0
Fox News,Mariachi gunmen kill three in Mexico City,http://www.bbc.co.uk/news/world-latin-america-45532673,gunmen,0
Fox News,Mariachi gunmen kill three in Mexico City,http://www.bbc.co.uk/news/world-latin-america-45532673,plaza,0
Fox News,Mariachi gunmen kill three in Mexico City,http://www.bbc.co.uk/news/world-latin-america-45532673,organised,0
Fox News,Mariachi gunmen kill three in Mexico City,http://www.bbc.co.uk/news/world-latin-america-45532673,youre,0
Fox News,Mariachi gunmen kill three in Mexico City,http://www.bbc.co.uk/news/world-latin-america-45532673,city,0
Fox News,Mariachi gunmen kill three in Mexico City,http://www.bbc.co.uk/news/world-latin-america-45532673,kill,0
Fox News,Ex-UK soldier who fought IS sentenced,http://www.bbc.co.uk/news/uk-england-leeds-45534483,soldier,1
Fox News,Ex-UK soldier who fought IS sentenced,http://www.bbc.co.uk/news/uk-england-leeds-45534483,turkey,1
Fox News,Ex-UK soldier who fought IS sentenced,http://www.bbc.co.uk/news/uk-england-leeds-45534483,turkish,1
Fox News,Ex-UK soldier who fought IS sentenced,http://www.bbc.co.uk/news/uk-england-leeds-45534483,convicts,1
Fox News,Ex-UK soldier who fought IS sentenced,http://www.bbc.co.uk/news/uk-england-leeds-45534483,spent,1
Fox News,Ex-UK soldier who fought IS sentenced,http://www.bbc.co.uk/news/uk-england-leeds-45534483,joe,1
Fox News,Ex-UK soldier who fought IS sentenced,http://www.bbc.co.uk/news/uk-england-leeds-45534483,court,1
Fox News,Ex-UK soldier who fought IS sentenced,http://www.bbc.co.uk/news/uk-england-leeds-45534483,uk,1
Fox News,Ex-UK soldier who fought IS sentenced,http://www.bbc.co.uk/news/uk-england-leeds-45534483,rojkan,1
Fox News,Ex-UK soldier who fought IS sentenced,http://www.bbc.co.uk/news/uk-england-leeds-45534483,robinson,1
Fox News,Ex-UK soldier who fought IS sentenced,http://www.bbc.co.uk/news/uk-england-leeds-45534483,foreign,1
Fox News,Ex-UK soldier who fought IS sentenced,http://www.bbc.co.uk/news/uk-england-leeds-45534483,kurdish,1
Fox News,Ex-UK soldier who fought IS sentenced,http://www.bbc.co.uk/news/uk-england-leeds-45534483,months,1
Fox News,Ex-UK soldier who fought IS sentenced,http://www.bbc.co.uk/news/uk-england-leeds-45534483,sentence,1
Fox News,Ex-UK soldier who fought IS sentenced,http://www.bbc.co.uk/news/uk-england-leeds-45534483,forces,1
CBC News,Man charged with murder in connection with Belgian tourist killed while hitchhiking | CBC News,https://newsapi.org/v2/top-headlines?sources=cbc-news&apiKey=e57ae719a0204b648096b52881173731,killed,0
CBC News,Man charged with murder in connection with Belgian tourist killed while hitchhiking | CBC News,https://newsapi.org/v2/top-headlines?sources=cbc-news&apiKey=e57ae719a0204b648096b52881173731,vancouver,0
CBC News,Man charged with murder in connection with Belgian tourist killed while hitchhiking | CBC News,https://newsapi.org/v2/top-headlines?sources=cbc-news&apiKey=e57ae719a0204b648096b52881173731,facebook,0
CBC News,Man charged with murder in connection with Belgian tourist killed while hitchhiking | CBC News,https://newsapi.org/v2/top-headlines?sources=cbc-news&apiKey=e57ae719a0204b648096b52881173731,posted,0
CBC News,Man charged with murder in connection with Belgian tourist killed while hitchhiking | CBC News,https://newsapi.org/v2/top-headlines?sources=cbc-news&apiKey=e57ae719a0204b648096b52881173731,connection,0
CBC News,Man charged with murder in connection with Belgian tourist killed while hitchhiking | CBC News,https://newsapi.org/v2/top-headlines?sources=cbc-news&apiKey=e57ae719a0204b648096b52881173731,hitchhiking,0
CBC News,Man charged with murder in connection with Belgian tourist killed while hitchhiking | CBC News,https://newsapi.org/v2/top-headlines?sources=cbc-news&apiKey=e57ae719a0204b648096b52881173731,french,0
CBC News,Man charged with murder in connection with Belgian tourist killed while hitchhiking | CBC News,https://newsapi.org/v2/top-headlines?sources=cbc-news&apiKey=e57ae719a0204b648096b52881173731,belgian,0
CBC News,Man charged with murder in connection with Belgian tourist killed while hitchhiking | CBC News,https://newsapi.org/v2/top-headlines?sources=cbc-news&apiKey=e57ae719a0204b648096b52881173731,death,0
CBC News,Man charged with murder in connection with Belgian tourist killed while hitchhiking | CBC News,https://newsapi.org/v2/top-headlines?sources=cbc-news&apiKey=e57ae719a0204b648096b52881173731,tourist,0
CBC News,Man charged with murder in connection with Belgian tourist killed while hitchhiking | CBC News,https://newsapi.org/v2/top-headlines?sources=cbc-news&apiKey=e57ae719a0204b648096b52881173731,man,0
CBC News,Man charged with murder in connection with Belgian tourist killed while hitchhiking | CBC News,https://newsapi.org/v2/top-headlines?sources=cbc-news&apiKey=e57ae719a0204b648096b52881173731,charged,0
CBC News,Man charged with murder in connection with Belgian tourist killed while hitchhiking | CBC News,https://newsapi.org/v2/top-headlines?sources=cbc-news&apiKey=e57ae719a0204b648096b52881173731,murder,0
CBC News,Man charged with murder in connection with Belgian tourist killed while hitchhiking | CBC News,https://newsapi.org/v2/top-headlines?sources=cbc-news&apiKey=e57ae719a0204b648096b52881173731,sakkalis,0
CBC News,Man charged with murder in connection with Belgian tourist killed while hitchhiking | CBC News,https://newsapi.org/v2/top-headlines?sources=cbc-news&apiKey=e57ae719a0204b648096b52881173731,day,0
CBC News,Woman run over by police horse at McMaster University homecoming party | CBC News,https://newsapi.org/v2/top-headlines?sources=cbc-news&apiKey=e57ae719a0204b648096b52881173731,road,1
CBC News,Woman run over by police horse at McMaster University homecoming party | CBC News,https://newsapi.org/v2/top-headlines?sources=cbc-news&apiKey=e57ae719a0204b648096b52881173731,mcmaster,1
CBC News,Woman run over by police horse at McMaster University homecoming party | CBC News,https://newsapi.org/v2/top-headlines?sources=cbc-news&apiKey=e57ae719a0204b648096b52881173731,westdale,1
CBC News,Woman run over by police horse at McMaster University homecoming party | CBC News,https://newsapi.org/v2/top-headlines?sources=cbc-news&apiKey=e57ae719a0204b648096b52881173731,run,1
CBC News,Woman run over by police horse at McMaster University homecoming party | CBC News,https://newsapi.org/v2/top-headlines?sources=cbc-news&apiKey=e57ae719a0204b648096b52881173731,area,1
CBC News,Woman run over by police horse at McMaster University homecoming party | CBC News,https://newsapi.org/v2/top-headlines?sources=cbc-news&apiKey=e57ae719a0204b648096b52881173731,horse,1
CBC News,Woman run over by police horse at McMaster University homecoming party | CBC News,https://newsapi.org/v2/top-headlines?sources=cbc-news&apiKey=e57ae719a0204b648096b52881173731,officer,1
CBC News,Woman run over by police horse at McMaster University homecoming party | CBC News,https://newsapi.org/v2/top-headlines?sources=cbc-news&apiKey=e57ae719a0204b648096b52881173731,university,1
CBC News,Woman run over by police horse at McMaster University homecoming party | CBC News,https://newsapi.org/v2/top-headlines?sources=cbc-news&apiKey=e57ae719a0204b648096b52881173731,paramedics,1
CBC News,Woman run over by police horse at McMaster University homecoming party | CBC News,https://newsapi.org/v2/top-headlines?sources=cbc-news&apiKey=e57ae719a0204b648096b52881173731,party,1
CBC News,Woman run over by police horse at McMaster University homecoming party | CBC News,https://newsapi.org/v2/top-headlines?sources=cbc-news&apiKey=e57ae719a0204b648096b52881173731,homecoming,1
CBC News,Woman run over by police horse at McMaster University homecoming party | CBC News,https://newsapi.org/v2/top-headlines?sources=cbc-news&apiKey=e57ae719a0204b648096b52881173731,penman,1
CBC News,Woman run over by police horse at McMaster University homecoming party | CBC News,https://newsapi.org/v2/top-headlines?sources=cbc-news&apiKey=e57ae719a0204b648096b52881173731,mounted,1
CBC News,Woman run over by police horse at McMaster University homecoming party | CBC News,https://newsapi.org/v2/top-headlines?sources=cbc-news&apiKey=e57ae719a0204b648096b52881173731,woman,1
CBC News,Ontario legislators to meet for a rare midnight session on council-cutting bill | CBC News,https://newsapi.org/v2/top-headlines?sources=cbc-news&apiKey=e57ae719a0204b648096b52881173731,midnight,0
CBC News,Ontario legislators to meet for a rare midnight session on council-cutting bill | CBC News,https://newsapi.org/v2/top-headlines?sources=cbc-news&apiKey=e57ae719a0204b648096b52881173731,house,0
CBC News,Ontario legislators to meet for a rare midnight session on council-cutting bill | CBC News,https://newsapi.org/v2/top-headlines?sources=cbc-news&apiKey=e57ae719a0204b648096b52881173731,session,0
CBC News,Ontario legislators to meet for a rare midnight session on council-cutting bill | CBC News,https://newsapi.org/v2/top-headlines?sources=cbc-news&apiKey=e57ae719a0204b648096b52881173731,legislators,0
CBC News,Ontario legislators to meet for a rare midnight session on council-cutting bill | CBC News,https://newsapi.org/v2/top-headlines?sources=cbc-news&apiKey=e57ae719a0204b648096b52881173731,city,0
CBC News,Ontario legislators to meet for a rare midnight session on council-cutting bill | CBC News,https://newsapi.org/v2/top-headlines?sources=cbc-news&apiKey=e57ae719a0204b648096b52881173731,ontario,0
CBC News,Ontario legislators to meet for a rare midnight session on council-cutting bill | CBC News,https://newsapi.org/v2/top-headlines?sources=cbc-news&apiKey=e57ae719a0204b648096b52881173731,bill,0
CBC News,Ontario legislators to meet for a rare midnight session on council-cutting bill | CBC News,https://newsapi.org/v2/top-headlines?sources=cbc-news&apiKey=e57ae719a0204b648096b52881173731,clause,0
CBC News,Ontario legislators to meet for a rare midnight session on council-cutting bill | CBC News,https://newsapi.org/v2/top-headlines?sources=cbc-news&apiKey=e57ae719a0204b648096b52881173731,passed,0
CBC News,Ontario legislators to meet for a rare midnight session on council-cutting bill | CBC News,https://newsapi.org/v2/top-headlines?sources=cbc-news&apiKey=e57ae719a0204b648096b52881173731,taxpayers,0
CBC News,Ontario legislators to meet for a rare midnight session on council-cutting bill | CBC News,https://newsapi.org/v2/top-headlines?sources=cbc-news&apiKey=e57ae719a0204b648096b52881173731,meet,0
CBC News,Ontario legislators to meet for a rare midnight session on council-cutting bill | CBC News,https://newsapi.org/v2/top-headlines?sources=cbc-news&apiKey=e57ae719a0204b648096b52881173731,debate,0
CBC News,Ontario legislators to meet for a rare midnight session on council-cutting bill | CBC News,https://newsapi.org/v2/top-headlines?sources=cbc-news&apiKey=e57ae719a0204b648096b52881173731,rare,0
CBC News,Ontario legislators to meet for a rare midnight session on council-cutting bill | CBC News,https://newsapi.org/v2/top-headlines?sources=cbc-news&apiKey=e57ae719a0204b648096b52881173731,leader,0
CBC News,Ontario legislators to meet for a rare midnight session on council-cutting bill | CBC News,https://newsapi.org/v2/top-headlines?sources=cbc-news&apiKey=e57ae719a0204b648096b52881173731,councilcutting,0
CBC News,Ontario legislators to meet for a rare midnight session on council-cutting bill | CBC News,https://newsapi.org/v2/top-headlines?sources=cbc-news&apiKey=e57ae719a0204b648096b52881173731,legislation,0
CBC News,What does Venezuela's pursuit of Beijing's money mean for the Americas? | CBC News,https://newsapi.org/v2/top-headlines?sources=cbc-news&apiKey=e57ae719a0204b648096b52881173731,venezuelans,0
CBC News,What does Venezuela's pursuit of Beijing's money mean for the Americas? | CBC News,https://newsapi.org/v2/top-headlines?sources=cbc-news&apiKey=e57ae719a0204b648096b52881173731,maduro,0
CBC News,What does Venezuela's pursuit of Beijing's money mean for the Americas? | CBC News,https://newsapi.org/v2/top-headlines?sources=cbc-news&apiKey=e57ae719a0204b648096b52881173731,selling,0
CBC News,What does Venezuela's pursuit of Beijing's money mean for the Americas? | CBC News,https://newsapi.org/v2/top-headlines?sources=cbc-news&apiKey=e57ae719a0204b648096b52881173731,oil,0
CBC News,What does Venezuela's pursuit of Beijing's money mean for the Americas? | CBC News,https://newsapi.org/v2/top-headlines?sources=cbc-news&apiKey=e57ae719a0204b648096b52881173731,venezuelan,0
CBC News,What does Venezuela's pursuit of Beijing's money mean for the Americas? | CBC News,https://newsapi.org/v2/top-headlines?sources=cbc-news&apiKey=e57ae719a0204b648096b52881173731,china,0
CBC News,What does Venezuela's pursuit of Beijing's money mean for the Americas? | CBC News,https://newsapi.org/v2/top-headlines?sources=cbc-news&apiKey=e57ae719a0204b648096b52881173731,fear,0
CBC News,What does Venezuela's pursuit of Beijing's money mean for the Americas? | CBC News,https://newsapi.org/v2/top-headlines?sources=cbc-news&apiKey=e57ae719a0204b648096b52881173731,going,0
CBC News,What does Venezuela's pursuit of Beijing's money mean for the Americas? | CBC News,https://newsapi.org/v2/top-headlines?sources=cbc-news&apiKey=e57ae719a0204b648096b52881173731,venezuela,0
CBC News,What does Venezuela's pursuit of Beijing's money mean for the Americas? | CBC News,https://newsapi.org/v2/top-headlines?sources=cbc-news&apiKey=e57ae719a0204b648096b52881173731,national,0
CBC News,What does Venezuela's pursuit of Beijing's money mean for the Americas? | CBC News,https://newsapi.org/v2/top-headlines?sources=cbc-news&apiKey=e57ae719a0204b648096b52881173731,venezuelas,0
CBC News,What does Venezuela's pursuit of Beijing's money mean for the Americas? | CBC News,https://newsapi.org/v2/top-headlines?sources=cbc-news&apiKey=e57ae719a0204b648096b52881173731,chinese,0
CBC News,What does Venezuela's pursuit of Beijing's money mean for the Americas? | CBC News,https://newsapi.org/v2/top-headlines?sources=cbc-news&apiKey=e57ae719a0204b648096b52881173731,day,0
CBC News,"Texas border patrol agent accused of killing 4 women, abducting another | CBC News",https://newsapi.org/v2/top-headlines?sources=cbc-news&apiKey=e57ae719a0204b648096b52881173731,agent,1
CBC News,"Texas border patrol agent accused of killing 4 women, abducting another | CBC News",https://newsapi.org/v2/top-headlines?sources=cbc-news&apiKey=e57ae719a0204b648096b52881173731,women,1
CBC News,"Texas border patrol agent accused of killing 4 women, abducting another | CBC News",https://newsapi.org/v2/top-headlines?sources=cbc-news&apiKey=e57ae719a0204b648096b52881173731,border,1
CBC News,"Texas border patrol agent accused of killing 4 women, abducting another | CBC News",https://newsapi.org/v2/top-headlines?sources=cbc-news&apiKey=e57ae719a0204b648096b52881173731,abducting,1
CBC News,"Texas border patrol agent accused of killing 4 women, abducting another | CBC News",https://newsapi.org/v2/top-headlines?sources=cbc-news&apiKey=e57ae719a0204b648096b52881173731,accused,1
CBC News,"Texas border patrol agent accused of killing 4 women, abducting another | CBC News",https://newsapi.org/v2/top-headlines?sources=cbc-news&apiKey=e57ae719a0204b648096b52881173731,texas,1
CBC News,"Texas border patrol agent accused of killing 4 women, abducting another | CBC News",https://newsapi.org/v2/top-headlines?sources=cbc-news&apiKey=e57ae719a0204b648096b52881173731,office,1
CBC News,"Texas border patrol agent accused of killing 4 women, abducting another | CBC News",https://newsapi.org/v2/top-headlines?sources=cbc-news&apiKey=e57ae719a0204b648096b52881173731,investigators,1
CBC News,"Texas border patrol agent accused of killing 4 women, abducting another | CBC News",https://newsapi.org/v2/top-headlines?sources=cbc-news&apiKey=e57ae719a0204b648096b52881173731,county,1
CBC News,"Texas border patrol agent accused of killing 4 women, abducting another | CBC News",https://newsapi.org/v2/top-headlines?sources=cbc-news&apiKey=e57ae719a0204b648096b52881173731,killing,1
CBC News,"Texas border patrol agent accused of killing 4 women, abducting another | CBC News",https://newsapi.org/v2/top-headlines?sources=cbc-news&apiKey=e57ae719a0204b648096b52881173731,webb,1
CBC News,"Texas border patrol agent accused of killing 4 women, abducting another | CBC News",https://newsapi.org/v2/top-headlines?sources=cbc-news&apiKey=e57ae719a0204b648096b52881173731,public,1
CBC News,"Texas border patrol agent accused of killing 4 women, abducting another | CBC News",https://newsapi.org/v2/top-headlines?sources=cbc-news&apiKey=e57ae719a0204b648096b52881173731,department,1
CBC News,"Texas border patrol agent accused of killing 4 women, abducting another | CBC News",https://newsapi.org/v2/top-headlines?sources=cbc-news&apiKey=e57ae719a0204b648096b52881173731,patrol,1
CBC News,Know these faces? Inuit life in early 1900s captured in photos travelling the North | CBC News,https://newsapi.org/v2/top-headlines?sources=cbc-news&apiKey=e57ae719a0204b648096b52881173731,schmidt,0
